adventure_score,cultural_score,nature_score,luxury_score,budget_level,trip_duration_preference,num_days,hotel_type_encoded,activity_count,season_encoded,destination_base_price,num_travellers,total_cost_npr
0.79,0.37,0.38,0.3,0.45,3,4,0,4,1,3000,2,44092
0.99,0.27,0.38,0.93,0.29,7,10,2,2,0,10000,2,143277
0.78,0.89,0.21,0.81,0.45,10,4,2,4,0,2000,1,34856
0.69,0.12,0.94,0.82,0.92,5,3,0,3,2,6000,4,80463
0.32,0.21,0.82,0.66,0.74,5,7,2,4,1,4000,4,305867
0.19,0.96,0.87,0.93,0.68,14,7,1,6,0,3000,4,159225
0.58,0.4,0.32,0.19,0.47,3,5,0,6,0,10000,3,71228
0.44,0.54,0.02,0.94,0.33,14,3,0,1,0,5000,2,15329
0.31,0.32,0.66,0.95,0.12,3,10,1,2,2,8000,1,67257
0.4,0.81,0.69,0.49,0.16,3,4,0,2,1,6000,3,47879
0.52,0.39,0.91,0.03,0.64,14,7,0,3,0,8000,3,84030
0.89,0.66,0.21,0.23,0.17,10,4,2,5,0,6000,2,57426
0.85,0.69,0.83,0.78,0.22,7,4,0,2,1,5000,1,17333
0.03,0.4,0.91,0.55,0.46,14,4,1,5,1,10000,1,34212
0.16,0.85,0.38,0.1,0.49,5,7,0,3,2,10000,2,92075
0.63,0.18,0.09,0.86,0.67,10,5,2,3,1,5000,2,120207
0.26,0.15,0.98,0.96,0.98,5,4,0,6,2,2000,1,42204
0.25,0.15,0.56,0.67,0.74,5,4,0,6,1,5000,1,23331
0.89,0.99,0.34,0.37,0.05,10,4,2,6,1,10000,2,72796
0.53,0.27,0.68,0.49,0.1,5,3,1,6,1,3000,3,69393
0.56,0.15,0.89,0.07,0.77,5,7,2,1,2,10000,3,311195
0.57,0.72,0.66,0.39,0.31,7,7,0,3,1,4000,1,30042
0.63,0.07,0.09,0.98,0.27,3,10,2,3,1,5000,3,305665
0.67,0.58,0.38,0.98,0.59,10,10,1,3,0,2000,4,196077
0.14,0.25,0.43,0.16,0.01,14,7,0,2,2,8000,1,24708
0.94,0.57,0.75,0.43,0.95,10,7,2,5,2,5000,4,489787
0.52,0.22,0.16,0.49,0.48,3,10,0,2,1,8000,4,133499
0.96,0.7,0.96,0.53,0.48,14,7,1,2,2,3000,3,150500
0.09,0.77,0.33,0.19,0.95,14,5,0,2,0,3000,1,16975
0.07,0.84,0.77,0.49,0.38,7,10,2,4,1,5000,1,93347
0.14,0.97,0.46,0.31,0.54,10,7,1,3,2,5000,4,203804
0.82,0.39,0.35,0.69,0.03,7,3,0,4,0,4000,3,33558
0.2,0.59,0.39,0.27,0.43,5,7,1,1,0,8000,3,105489
0.38,0.32,0.05,0.37,0.47,3,4,1,3,0,3000,2,44080
0.21,0.3,0.99,0.85,0.61,14,10,2,5,1,6000,4,438730
0.66,0.25,0.97,0.75,0.87,7,4,1,6,1,10000,1,39640
0.12,0.57,0.6,0.24,0.61,7,5,2,4,1,3000,3,163932
0.53,0.68,0.66,0.56,0.15,3,10,1,5,1,3000,4,221071
0.67,0.53,0.77,0.52,0.86,7,3,0,2,0,2000,4,40722
0.17,0.86,0.76,0.48,0.3,14,5,0,3,2,8000,4,103018
0.8,0.13,0.78,0.04,0.01,7,5,2,4,1,5000,1,46585
0.22,0.05,0.03,0.9,0.87,3,4,0,2,2,10000,4,111774
0.36,0.71,0.39,0.33,0.34,10,3,2,4,0,6000,2,48713
0.36,0.3,0.26,0.33,0.39,3,3,0,5,2,4000,1,19448
0.18,0.83,0.16,0.67,0.14,5,4,1,4,1,3000,3,69110
0.11,0.3,0.66,0.71,0.42,10,10,0,1,2,10000,3,190364
0.14,0.86,0.38,0.58,0.05,3,7,1,3,0,5000,3,71340
0.21,0.32,0.16,0.54,0.79,7,3,0,2,2,6000,3,57738
0.18,0.75,0.73,0.75,0.76,5,4,0,5,0,6000,2,22565
0.13,0.4,0.99,0.22,0.88,5,3,0,2,1,5000,4,57936
0.69,0.67,0.43,0.46,0.93,3,7,1,2,1,6000,3,145822
0.9,0.06,0.28,0.37,0.06,5,4,2,5,2,10000,3,162424
0.23,0.22,0.72,0.95,0.13,5,10,1,4,0,10000,1,43338
0.16,0.16,0.8,0.29,0.88,3,7,2,4,1,8000,4,357530
0.92,0.64,0.69,0.32,0.26,3,10,2,2,1,2000,4,400334
0.23,0.87,0.44,0.79,0.47,5,5,2,1,0,3000,3,121028
0.96,0.78,0.34,0.39,0.53,7,10,2,6,0,3000,4,354993
0.45,0.77,0.08,0.19,0.13,3,3,0,5,1,6000,1,14273
0.98,0.55,0.81,0.74,0.05,3,7,0,4,1,8000,1,33562
0.23,0.15,0.1,0.97,0.62,7,4,2,3,2,10000,1,56497
0.18,0.91,0.95,0.75,0.25,14,7,0,2,0,4000,3,46617
0.38,0.38,0.32,0.81,0.59,10,4,0,6,2,2000,2,48107
0.3,0.88,0.83,0.3,0.84,10,10,2,5,1,2000,3,357516
0.17,0.86,0.61,0.38,0.51,7,3,2,3,0,10000,4,110668
0.7,0.18,0.43,0.66,0.16,14,5,1,2,1,3000,4,109289
0.79,0.16,0.36,0.15,0.42,10,5,2,1,0,10000,2,83536
0.57,0.93,0.15,0.29,0.07,10,4,0,2,2,4000,3,71087
0.58,0.23,0.24,0.67,0.81,10,4,2,6,1,8000,2,97558
0.08,0.66,0.62,0.03,0.67,7,3,0,2,2,2000,2,45595
0.85,0.04,0.57,0.85,0.22,5,3,2,1,0,10000,2,43980
0.08,0.75,0.51,0.91,0.11,7,10,0,4,2,5000,4,196346
0.01,0.76,0.11,0.33,0.56,3,7,1,3,0,10000,1,32352
0.57,0.5,0.93,0.44,0.52,5,5,2,3,2,5000,4,291149
0.31,0.75,0.6,0.72,0.22,5,3,2,2,2,5000,2,67837
0.18,0.31,0.06,0.28,0.61,14,4,0,3,2,5000,1,25569
0.61,0.15,0.76,0.59,0.59,14,5,2,6,2,2000,2,165055
0.11,0.55,0.06,0.88,0.42,3,4,2,1,0,2000,3,93462
0.34,0.54,0.19,0.1,0.32,3,5,0,3,0,6000,2,35706
0.94,0.55,0.16,0.42,0.81,5,10,2,1,0,5000,4,395982
0.16,0.46,0.44,0.24,0.23,14,4,2,5,1,8000,2,80856
0.9,0.08,0.34,0.11,0.63,14,7,0,4,1,2000,2,68055
0.97,0.11,0.97,0.19,0.66,5,4,0,6,2,3000,1,38690
0.51,0.97,0.35,0.19,0.74,3,10,1,3,2,10000,1,90194
0.39,0.65,0.42,0.63,0.37,14,4,0,6,2,6000,1,28377
0.77,0.62,0.47,0.44,0.41,10,10,2,1,1,6000,4,420250
0.25,0.69,0.35,0.5,0.73,3,4,2,4,1,4000,4,209000
0.17,0.87,0.57,0.09,0.32,5,5,2,5,2,6000,2,131473
0.6,0.67,0.63,0.01,0.44,7,4,2,5,0,5000,3,113362
0.76,0.41,0.59,1.0,0.06,10,10,2,4,1,2000,1,92784
0.31,0.68,0.25,0.35,0.62,14,5,1,3,0,6000,2,64823
0.5,0.3,0.41,0.24,0.84,14,5,0,4,2,6000,1,35127
0.58,0.03,0.29,0.01,0.6,14,7,0,3,0,2000,1,21724
0.96,0.04,0.4,0.55,0.9,3,10,0,3,2,10000,3,180109
0.77,0.0,0.88,0.57,0.19,3,5,1,3,2,10000,2,84410
0.47,0.83,0.74,0.11,0.35,5,3,0,4,1,2000,1,9541
0.68,0.72,0.76,0.4,0.59,14,5,2,2,0,4000,4,167891
0.26,0.57,0.83,0.98,0.66,7,7,1,5,0,6000,4,154360
0.12,0.47,0.41,0.64,0.03,3,4,1,3,2,2000,1,27758
0.3,0.95,0.25,0.6,0.94,10,7,1,6,1,5000,4,234701
0.3,0.04,0.14,0.78,0.12,7,10,2,4,1,3000,3,254944
0.94,0.18,0.61,0.33,0.22,7,7,0,3,1,4000,4,103054
0.29,0.79,0.37,0.22,0.44,5,3,0,5,0,4000,1,13649
0.14,0.33,0.35,0.1,0.7,14,3,0,6,0,5000,2,37029
0.09,0.87,0.93,0.78,0.24,5,7,1,2,1,10000,3,127424
0.73,0.62,0.56,0.71,0.32,7,4,0,5,2,4000,2,52799
0.71,0.31,0.41,0.98,0.33,7,10,0,4,0,2000,3,103282
0.64,0.36,0.6,0.26,0.45,7,7,0,3,2,3000,3,104317
0.44,0.53,0.74,0.73,0.11,10,3,1,5,1,8000,4,65913
0.85,0.6,0.04,0.23,0.51,3,4,0,1,2,3000,4,72287
0.2,0.83,0.52,0.6,0.18,3,10,1,5,2,3000,1,66406
0.54,0.2,0.29,0.55,0.18,3,5,0,1,1,8000,3,55553
0.66,0.93,0.73,0.48,0.81,14,3,0,5,2,10000,1,25367
0.48,0.29,0.87,0.5,0.74,10,7,0,5,1,6000,1,29467
0.81,0.14,0.6,0.26,0.38,10,5,1,1,2,6000,1,31134
0.05,0.6,0.34,0.23,0.02,5,5,0,1,2,2000,4,88183
0.9,0.17,0.29,0.28,0.94,14,5,2,6,2,8000,4,366869
0.17,0.91,0.37,0.78,0.49,14,5,2,2,2,8000,1,64048
0.14,0.44,0.58,0.73,0.61,3,4,1,5,2,3000,4,131241
0.93,0.75,0.53,0.92,0.26,7,3,1,2,1,5000,2,36612
0.1,0.18,0.22,0.03,0.53,7,7,2,1,0,6000,2,125598
0.54,0.28,0.92,0.58,0.89,3,10,2,6,2,8000,2,321569
0.58,0.37,0.15,0.86,0.92,14,4,0,3,0,8000,3,61132
0.75,0.75,0.46,0.75,0.77,7,4,0,6,1,2000,1,21040
0.79,0.08,0.25,0.86,0.13,14,7,1,2,2,10000,3,122973
0.72,0.04,0.06,0.53,0.83,3,10,2,1,0,4000,3,261502
0.21,0.46,0.4,0.91,0.93,14,7,0,4,1,3000,4,128423
0.35,0.72,0.4,0.25,0.35,14,3,2,1,2,4000,3,116421
0.37,0.96,0.45,0.25,0.65,10,7,0,5,1,6000,2,70555
0.88,0.1,0.29,0.39,0.68,3,4,2,2,1,5000,2,90472
0.16,0.59,1.0,0.65,0.41,7,4,1,2,2,2000,4,125530
0.07,0.7,0.41,0.03,0.1,10,5,2,2,1,6000,3,126519
0.98,0.96,0.04,0.67,0.55,5,7,0,1,1,3000,4,100661
0.13,0.86,0.87,0.26,0.26,7,7,0,5,2,3000,3,129706
0.02,0.41,0.8,0.42,0.4,14,3,2,2,0,6000,3,79794
0.77,0.87,0.75,0.35,0.86,5,5,2,6,1,3000,4,248531
0.89,0.02,0.97,0.81,0.96,3,3,1,3,2,10000,1,31436
0.21,0.5,0.52,0.07,0.49,14,7,1,6,2,4000,2,122177
0.4,0.76,0.45,0.83,0.09,3,10,0,5,0,4000,2,71862
0.42,0.02,0.54,0.4,0.35,5,3,1,1,2,10000,2,40748
0.03,0.65,0.45,0.13,0.27,7,3,0,1,2,8000,4,72802
0.7,0.1,0.22,0.27,1.0,5,10,2,1,0,6000,4,412926
0.1,0.63,0.14,0.75,0.54,10,3,2,6,2,6000,4,178735
0.87,0.57,0.2,0.18,0.08,10,5,0,2,1,2000,3,64888
0.21,0.42,0.11,0.83,0.05,5,5,1,5,1,2000,4,95579
0.01,0.55,0.45,0.65,0.06,5,3,0,5,1,10000,2,29265
0.14,0.57,0.2,0.96,0.58,3,5,1,4,2,4000,1,37159
0.24,0.33,0.8,0.97,0.03,10,4,2,4,0,3000,1,30502
0.16,0.11,0.54,0.38,0.04,14,7,0,6,1,5000,2,38303
0.8,0.25,0.87,0.71,0.28,10,3,1,1,2,3000,1,19207
0.26,0.24,0.05,0.98,0.83,7,5,0,2,1,3000,1,22517
0.14,0.18,0.91,0.27,0.08,3,10,1,3,2,10000,4,300896
0.18,0.62,0.21,0.18,0.64,7,5,0,2,0,5000,4,75937
0.6,0.3,0.56,0.97,0.68,7,5,2,3,2,6000,3,211891
0.13,0.11,0.67,0.32,0.93,14,3,0,4,2,5000,3,95479
0.54,0.41,0.48,0.43,0.88,14,7,0,2,1,5000,1,33490
0.27,0.46,0.02,0.75,0.44,14,3,2,1,2,2000,4,174089
0.57,0.09,0.3,0.05,0.57,14,4,1,5,2,8000,2,67162
0.28,0.27,0.44,0.45,0.95,14,4,0,2,2,6000,4,97660
0.19,0.71,0.01,0.07,0.17,10,4,0,3,1,2000,2,30152
0.06,0.02,0.52,0.25,0.29,10,7,0,5,0,6000,1,22101
0.57,0.78,1.0,0.12,0.12,3,3,2,1,1,6000,2,52319
0.69,0.2,0.46,0.83,0.67,14,7,2,6,2,2000,4,435230
0.73,0.3,0.99,0.95,0.94,14,7,1,3,1,3000,1,46615
0.6,0.84,0.59,0.28,0.22,10,3,0,6,0,5000,1,11649
0.09,0.09,0.6,0.65,0.69,7,10,0,5,1,3000,1,47467
0.8,0.66,0.07,0.2,0.76,7,7,1,1,1,4000,4,202937
0.25,0.58,0.7,0.86,0.43,5,3,0,1,2,3000,3,51532
0.81,0.71,0.54,0.09,0.51,5,4,2,4,2,10000,3,165880
0.89,0.14,0.53,0.5,0.07,7,5,0,4,0,10000,3,45687
0.31,0.95,0.22,1.0,0.02,7,3,0,5,0,10000,2,25817
0.11,0.12,0.42,0.07,0.18,7,5,2,1,1,8000,4,161020
0.46,0.17,0.06,0.43,0.02,3,4,2,2,2,3000,4,157803
0.72,0.75,0.18,0.98,0.13,10,3,1,1,0,2000,3,41777
0.01,0.74,0.44,0.33,0.96,7,5,1,6,0,4000,2,61975
0.99,0.85,0.3,0.83,0.03,14,3,1,2,0,4000,4,55901
0.96,0.31,0.85,0.26,0.35,10,3,1,4,2,3000,2,49422
0.68,0.83,0.67,0.18,0.45,3,10,1,4,2,10000,4,363834
0.4,0.15,0.13,0.98,0.96,14,7,1,5,1,6000,3,185162
0.47,0.83,0.66,0.58,0.64,7,3,0,4,0,10000,3,45000
0.99,0.97,0.13,0.31,0.27,5,5,0,3,2,5000,4,109413
0.11,0.09,0.79,0.43,0.25,7,4,1,3,2,10000,2,58446
0.69,0.8,0.64,0.09,0.12,14,7,0,5,2,2000,2,60254
0.86,0.43,0.31,0.34,0.59,7,10,2,2,2,2000,3,432654
0.02,0.41,0.26,0.77,0.35,3,3,0,2,0,3000,3,28405
0.75,0.08,0.73,0.25,0.03,10,3,1,5,2,6000,4,76146
0.14,0.71,0.64,0.51,0.05,3,4,0,1,2,3000,1,18575
0.83,0.62,0.91,0.05,0.09,7,3,0,2,1,5000,1,10069
0.69,0.75,0.59,0.47,0.65,10,3,2,1,2,10000,4,175810
0.72,0.98,0.99,0.72,0.26,14,5,2,4,2,4000,3,188006
0.08,0.96,0.34,0.34,0.17,3,3,1,2,2,6000,4,79922
0.14,0.47,0.76,0.72,0.47,10,3,1,1,2,8000,1,26481
0.98,0.15,0.89,0.68,0.88,14,7,1,4,1,10000,1,49986
0.34,0.23,0.45,0.42,0.86,3,4,1,5,0,8000,3,88721
0.87,0.5,0.01,0.65,0.67,7,4,0,2,1,3000,2,35389
0.59,0.79,0.38,0.67,0.38,7,7,1,4,2,5000,1,58305
0.68,0.07,0.62,0.12,0.58,7,4,0,3,0,8000,1,15858
0.15,0.07,0.48,0.01,0.2,3,10,1,2,1,10000,2,112390
0.62,0.87,0.58,0.29,0.86,14,3,0,1,0,4000,1,12599
0.81,0.07,0.02,0.86,0.05,3,5,0,4,1,8000,3,73989
0.99,0.7,0.4,0.79,0.23,14,5,0,3,2,2000,1,19525
0.82,0.88,0.28,0.5,0.26,5,7,2,5,1,10000,1,68982
0.55,0.32,0.76,0.86,0.14,3,7,1,3,0,3000,2,64167
0.56,0.51,0.34,0.26,0.38,3,10,1,2,0,8000,4,157913
0.79,0.44,0.74,0.99,0.77,10,7,1,2,0,4000,1,31514
0.46,0.06,0.5,0.12,0.38,7,7,2,6,0,5000,1,55097
0.32,0.98,0.53,0.78,0.89,7,3,1,5,1,8000,4,111720
0.05,0.56,0.33,0.77,0.39,14,7,0,4,0,6000,3,65344
0.43,0.14,0.45,0.89,0.68,5,7,0,6,0,4000,2,73786
0.92,0.48,0.69,0.36,0.13,14,7,2,5,1,6000,1,70933
0.03,0.26,0.92,0.52,0.39,5,4,0,6,1,10000,3,69795
0.01,0.79,0.69,0.94,0.6,5,7,0,5,1,8000,1,38488
0.45,0.95,0.78,0.31,0.68,7,7,1,1,2,5000,4,253284
0.34,0.16,0.85,0.59,0.86,5,10,1,2,0,5000,2,99881
0.73,0.18,0.71,0.18,0.64,10,3,0,1,1,10000,3,42609
0.61,0.97,0.11,0.16,0.78,5,10,2,3,0,4000,3,289466
0.55,0.03,0.18,0.1,0.42,14,3,0,5,0,3000,1,12649
0.98,0.79,0.01,1.0,0.89,5,7,1,4,0,2000,4,161847
0.07,0.46,0.89,0.02,0.22,3,7,0,4,0,4000,1,19407
0.2,0.18,0.84,0.18,0.92,10,10,0,1,1,3000,3,141603
0.98,0.92,0.01,0.22,0.56,10,5,1,1,0,4000,3,81756
0.22,0.6,0.13,0.7,0.99,10,4,2,1,0,6000,1,40245
0.35,0.05,0.97,0.56,0.43,5,7,2,4,1,5000,3,223520
0.86,0.55,0.3,0.98,0.59,7,10,2,6,2,4000,1,151059
0.51,0.55,0.3,0.0,0.75,7,7,0,2,0,6000,1,33158
0.1,0.96,0.84,0.6,0.17,3,5,1,2,2,2000,3,110492
0.91,0.58,0.17,0.16,0.96,5,4,0,1,0,3000,3,32385
0.81,0.91,0.81,0.34,0.97,3,10,2,2,1,4000,3,411820
0.9,0.23,0.4,0.5,0.55,14,5,2,2,2,3000,2,131414
0.85,0.39,0.16,0.43,0.01,14,3,1,5,2,8000,2,40923
0.97,0.27,0.27,0.16,0.58,10,5,2,4,1,10000,2,100300
0.24,0.5,0.2,0.48,0.31,7,5,0,1,0,5000,2,29633
0.09,0.2,0.45,0.62,0.8,14,4,0,4,1,2000,2,39164
0.23,0.4,0.94,0.85,0.27,7,4,2,5,2,5000,3,162654
0.91,0.7,0.89,0.43,0.45,5,3,0,5,2,3000,3,53110
0.06,0.17,0.11,0.35,0.23,7,5,0,3,0,4000,2,28197
0.58,0.11,0.24,0.84,0.52,10,7,2,4,2,3000,3,328915
0.13,0.69,0.25,0.13,0.97,14,10,0,6,1,8000,3,194430
0.11,0.18,0.93,0.01,0.77,10,7,0,4,1,8000,4,155762
0.96,0.88,0.76,0.59,0.99,10,5,0,3,2,2000,2,74422
0.54,0.29,0.43,0.06,0.52,14,5,2,5,2,3000,2,160628
0.44,0.79,0.13,0.79,0.02,14,5,1,4,0,8000,2,44624
0.22,0.78,0.87,0.74,0.08,14,7,0,5,0,3000,2,37426
0.11,0.18,0.73,0.66,0.64,5,5,1,2,2,5000,2,89484
0.18,0.01,0.85,0.17,0.16,7,3,1,5,2,3000,1,28086
0.7,0.42,0.17,0.69,0.04,10,7,0,3,1,10000,1,24659
0.19,0.07,0.84,0.65,0.02,5,10,0,1,2,10000,1,35164
0.37,0.2,0.62,0.13,0.3,10,3,0,5,0,5000,1,13017
0.97,0.93,0.14,0.49,0.04,10,5,1,1,2,8000,4,138994
0.44,0.13,0.28,0.71,0.71,7,3,0,5,1,3000,4,55643
0.42,0.44,0.43,0.15,0.22,3,4,0,4,0,2000,3,42052
0.96,0.3,0.94,0.72,0.39,7,5,0,6,0,5000,2,43104
0.89,0.52,0.48,0.42,0.92,3,7,2,2,1,6000,3,281234
0.05,0.28,0.43,0.07,0.33,7,3,2,5,1,2000,1,36587
0.56,0.17,0.7,0.04,0.17,14,4,1,3,1,10000,3,62831
0.22,0.35,0.78,0.8,0.5,10,10,1,4,2,10000,1,83007
0.29,0.54,0.75,0.38,0.76,10,10,2,1,1,8000,4,441529
0.43,0.71,0.06,0.01,0.96,14,5,0,5,1,8000,3,80133
0.09,0.73,0.23,0.78,0.6,3,10,0,4,2,2000,3,166149
0.3,0.85,0.64,0.74,0.29,10,10,2,3,1,3000,4,391212
0.38,0.54,0.45,0.65,0.86,10,5,1,4,0,8000,4,125708
0.55,0.81,0.96,0.07,0.66,3,10,1,5,2,6000,1,75785
0.48,0.7,0.58,0.11,0.78,7,5,0,6,1,8000,4,100128
0.24,0.41,0.88,0.03,0.9,5,4,1,3,1,6000,2,51123
0.48,0.44,0.21,0.82,0.47,3,10,0,2,2,3000,4,238076
0.57,0.28,0.08,0.02,0.51,14,10,1,3,0,6000,3,170026
0.83,0.39,0.75,0.57,0.2,5,10,2,5,2,10000,4,474393
0.84,0.8,0.64,0.85,0.84,7,10,0,2,0,8000,4,137555
0.86,0.42,0.7,0.08,0.86,10,3,1,4,0,3000,1,20686
0.76,0.58,0.96,0.9,0.01,5,10,2,2,2,10000,1,118427
0.54,0.16,0.12,0.15,0.7,5,4,1,1,1,8000,1,28323
0.83,0.61,0.17,0.59,0.16,5,10,2,6,2,3000,1,128882
0.33,0.69,0.64,0.69,0.11,7,10,2,4,1,2000,4,339031
0.62,0.82,0.44,0.0,0.26,14,10,0,3,0,6000,3,93887
0.05,0.15,0.87,0.68,0.74,10,10,0,4,1,6000,1,50628
0.95,0.27,0.22,0.11,0.88,14,10,0,1,1,8000,3,166582
0.72,0.14,0.85,0.51,0.33,5,7,0,1,1,2000,2,55577
0.04,0.88,0.2,0.51,0.54,14,3,1,2,1,3000,2,42257
0.17,0.87,0.3,0.3,0.53,3,3,1,2,2,6000,3,77002
0.65,0.63,0.09,0.42,0.0,14,3,2,5,1,10000,1,27520
0.39,0.02,0.03,0.13,0.02,14,3,1,1,2,10000,2,37646
0.9,0.26,0.27,0.33,0.59,5,5,1,5,2,10000,4,138989
0.01,0.75,0.81,0.93,0.14,5,5,0,4,2,2000,1,21811
0.36,0.01,0.55,0.27,0.45,3,4,2,4,2,10000,4,214256
0.75,0.24,0.32,0.84,0.89,7,3,1,3,0,8000,4,79014
0.08,0.53,0.44,0.37,0.94,3,4,1,6,1,10000,2,65202
0.72,0.45,0.5,0.52,0.28,10,7,0,2,0,3000,4,77629
0.81,0.6,0.62,0.53,0.28,3,4,1,5,1,6000,4,103242
0.75,0.95,0.19,0.52,0.18,10,10,2,2,0,5000,4,289085
0.45,0.93,0.58,0.18,0.89,10,10,2,5,2,10000,2,354570
0.95,0.55,0.22,0.75,0.73,10,10,2,4,2,5000,4,589667
0.92,0.43,0.3,0.25,0.53,3,10,1,5,0,2000,3,161017
0.75,0.98,0.6,0.15,0.13,3,3,0,1,1,4000,1,13056
0.47,0.4,0.84,0.72,0.94,7,4,0,3,2,6000,1,23205
0.02,0.52,0.57,0.32,0.9,14,7,0,1,2,6000,4,179590
0.67,0.3,0.74,0.67,0.7,7,3,1,5,2,8000,2,54228
0.23,0.83,0.03,0.93,0.99,10,10,0,5,1,6000,4,234607
0.98,0.78,0.92,0.98,0.03,7,7,2,2,0,2000,4,190402
0.63,0.0,0.62,0.41,0.94,10,10,1,4,0,10000,3,155576
0.8,0.31,0.26,0.71,0.32,3,4,1,6,2,4000,4,102804
0.5,0.5,0.64,0.07,0.99,7,3,0,4,0,10000,2,23156
0.33,0.62,0.84,0.6,0.07,5,10,1,2,0,5000,1,39721
0.18,0.29,1.0,0.28,0.45,14,10,0,3,1,5000,1,42940
0.87,0.77,0.32,0.07,0.97,3,7,1,3,0,10000,1,46087
0.03,0.92,0.56,0.78,0.36,10,4,2,2,2,6000,3,149296
0.38,0.97,0.04,0.81,0.56,7,10,0,3,1,6000,1,36460
0.9,0.45,0.27,0.8,0.39,7,4,2,6,0,5000,1,40635
0.47,0.05,0.01,0.25,0.83,3,5,1,3,0,6000,3,79183
0.92,0.71,0.15,0.08,0.54,5,10,1,4,0,10000,1,50777
0.92,0.54,0.4,0.95,0.63,3,7,2,5,0,3000,4,250453
0.7,0.09,0.9,0.28,0.44,14,4,0,6,0,4000,4,47722
0.93,0.6,0.47,0.26,0.02,14,3,1,4,0,6000,4,49713
0.04,0.68,0.12,0.7,0.09,7,4,0,1,0,8000,2,22337
0.1,0.34,0.28,0.34,0.05,5,7,0,2,2,2000,1,34982
0.03,0.99,0.8,0.67,0.16,3,5,0,5,1,8000,1,24732
0.27,0.71,0.3,0.73,0.96,3,10,2,6,0,8000,2,207508
0.06,0.39,0.07,0.62,0.34,5,10,1,4,1,10000,4,229020
0.41,0.25,0.7,0.58,0.92,7,4,0,2,2,5000,1,29210
0.02,0.37,0.81,0.91,0.01,10,10,1,1,1,10000,1,41297
0.4,0.24,0.83,0.37,0.13,14,3,2,6,1,4000,1,35454
0.12,0.86,0.59,0.59,0.99,3,4,2,1,0,4000,2,81134
0.34,0.69,0.77,0.46,0.37,10,10,1,2,0,6000,2,73649
0.62,0.53,0.04,0.86,0.46,10,5,2,3,1,10000,3,179142
0.14,0.32,0.75,0.96,0.28,7,5,0,5,0,2000,1,19564
0.72,0.6,0.35,0.35,0.21,7,5,1,4,0,10000,2,53044
0.15,0.49,0.5,0.31,0.41,3,4,1,1,1,10000,2,48396
0.03,0.01,0.45,0.64,0.76,10,3,0,2,1,10000,1,15249
0.03,0.37,0.2,0.0,0.44,3,7,1,1,1,5000,1,42169
0.57,0.37,0.18,0.3,0.21,14,5,1,4,2,4000,1,44022
0.26,0.75,0.21,0.68,0.32,10,10,0,3,2,5000,1,46815
0.64,0.52,0.58,0.4,0.96,7,7,2,2,1,4000,4,349147
0.19,0.32,0.61,0.26,0.67,10,7,2,1,1,8000,4,311902
0.24,0.75,0.48,0.47,0.73,14,5,0,1,2,2000,2,46790
0.36,0.49,0.22,0.85,0.14,14,7,0,6,0,3000,4,73525
0.19,0.56,0.13,0.24,0.16,10,7,1,5,2,8000,2,92437
0.47,0.24,0.93,0.16,0.72,7,4,0,2,0,8000,2,27476
0.25,0.99,0.07,0.62,0.23,5,10,1,3,0,3000,3,135232
0.6,0.53,0.89,0.01,0.67,7,5,0,3,1,8000,3,59104
0.91,0.44,0.44,0.69,0.62,5,10,0,1,0,2000,4,118197
0.21,0.15,0.77,0.43,0.63,5,4,1,4,1,5000,2,48770
0.89,0.51,0.96,0.95,0.4,7,7,0,4,0,3000,3,58166
0.8,0.34,0.31,0.62,0.8,5,5,0,6,0,8000,4,117519
0.73,0.13,0.5,0.02,0.65,10,7,1,5,0,5000,4,142240
0.57,0.0,0.93,0.83,0.01,3,4,2,4,0,10000,3,95160
0.96,0.26,0.41,0.07,0.57,7,5,2,4,2,6000,2,152715
0.22,0.59,0.77,0.68,0.75,14,5,2,1,1,6000,4,242814
0.62,0.31,0.31,0.87,0.6,5,4,1,4,1,3000,2,54263
0.59,0.89,0.1,0.1,0.72,14,10,2,1,2,10000,1,150681
0.56,0.34,0.25,0.0,0.07,10,7,2,6,0,3000,2,119594
0.53,0.92,0.94,0.3,0.83,5,5,1,6,1,8000,4,155314
0.5,0.14,0.97,0.21,0.53,14,7,0,3,2,6000,3,110944
0.05,0.7,0.99,0.2,0.72,14,5,1,3,1,8000,3,97619
0.68,0.52,0.69,0.62,0.57,10,4,2,5,0,2000,4,139278
0.8,0.05,0.54,0.57,0.14,3,7,1,2,0,2000,4,123200
0.32,0.45,0.51,0.95,0.33,14,7,1,3,1,5000,3,104279
0.47,0.27,0.01,0.39,0.45,14,7,2,2,1,8000,1,67670
0.38,0.26,0.11,0.18,0.26,7,5,0,5,2,6000,4,83744
0.8,0.83,0.2,0.41,0.53,10,3,2,2,1,10000,4,131357
0.45,0.96,0.41,0.05,0.62,7,4,0,5,2,5000,1,23034
0.69,0.73,0.54,0.74,0.22,14,5,2,1,0,4000,1,38500
0.07,0.61,0.6,0.87,0.92,14,7,0,3,1,3000,3,86450
0.39,0.27,0.01,0.32,0.04,5,5,1,6,1,4000,1,30341
0.64,0.95,0.57,0.68,0.89,14,10,0,2,2,5000,1,71052
0.25,0.15,0.87,0.86,0.8,3,5,2,5,0,4000,3,148700
0.19,0.31,0.04,0.1,0.74,10,7,1,5,1,5000,3,168746
0.95,0.66,0.07,0.9,0.74,14,4,0,1,2,6000,2,49528
0.64,0.87,0.7,0.81,0.28,14,7,0,2,2,10000,2,59654
