name,slug,region,category,description,short_description,highlights,best_season,best_months,difficulty,min_days,max_days,base_price_per_day,image_url,latitude,longitude,tags,is_featured
"Smile park, damak",smile-park-damak,Terai,Adventure,"Smile park, damak is a popular adventure destination in the Terai region of Nepal. Known for its Tour, Landmarks, Terai, picnic spot, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.","Explore Smile park, damak — a beautiful adventure destination in Nepal.",Tour|Landmarks|Terai|Picnic Spot|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,3,7,5000,/images/destinations/smile-park-damak.jpg,27.7756,83.6229,"tour,landmarks,terai,picnic spot",False
"Gokyo lake, solukhumbu",gokyo-lake-solukhumbu,Terai,Adventure,"Gokyo lake, solukhumbu is a popular adventure destination in the Terai region of Nepal. Known for its Tour, Landmarks, Religious shrine, lake, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.","Explore Gokyo lake, solukhumbu — a beautiful adventure destination in Nepal.",Tour|Landmarks|Religious Shrine|Lake|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/gokyo-lake-solukhumbu.jpg,27.1012,86.238,"tour,landmarks,religious shrine,lake",False
Diktel,diktel,Terai,Cultural,"Diktel is a popular cultural destination in the Terai region of Nepal. Known for its Tour, Landmarks, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Diktel — a beautiful cultural destination in Nepal.,Tour|Landmarks|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/diktel.jpg,29.4212,84.3078,"tour,landmarks",False
"Dole, Nepal",dole-nepal,Terai,Adventure,"Dole, Nepal is a popular adventure destination in the Terai region of Nepal. Known for its Tour, Landmarks, hills, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.","Explore Dole, Nepal — a beautiful adventure destination in Nepal.",Tour|Landmarks|Hills|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/dole-nepal.jpg,27.5338,87.1289,"tour,landmarks,hills",False
Pangboche,pangboche,Terai,Cultural,"Pangboche is a popular cultural destination in the Terai region of Nepal. Known for its Tour, Landmarks, hills, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Pangboche — a beautiful cultural destination in Nepal.,Tour|Landmarks|Hills|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Moderate,1,4,3000,/images/destinations/pangboche.jpg,27.3225,84.6964,"tour,landmarks,hills",False
Gyachung kang,gyachung-kang,Terai,Adventure,"Gyachung kang is a popular adventure destination in the Terai region of Nepal. Known for its Trekking, Landmarks, hiking, mountain, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Gyachung kang — a beautiful adventure destination in Nepal.,Trekking|Landmarks|Hiking|Mountain,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/gyachung-kang.jpg,29.1708,84.5232,"trekking,landmarks,hiking,mountain",False
"Hile, dhankuta",hile-dhankuta,Terai,Adventure,"Hile, dhankuta is a popular adventure destination in the Terai region of Nepal. Known for its Trekking, Landmarks, hiking, hills, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.","Explore Hile, dhankuta — a beautiful adventure destination in Nepal.",Trekking|Landmarks|Hiking|Hills,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/hile-dhankuta.jpg,27.9937,84.0065,"trekking,landmarks,hiking,hills",False
Lukla,lukla,Terai,Adventure,"Lukla is a popular adventure destination in the Terai region of Nepal. Known for its Arts and Entertainment, Landmarks, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Lukla — a beautiful adventure destination in Nepal.,Arts And Entertainment|Landmarks|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,3,7,5000,/images/destinations/lukla.jpg,28.4916,86.7718,"arts and entertainment,landmarks",False
Pakhribas,pakhribas,Terai,Cultural,"Pakhribas is a popular cultural destination in the Terai region of Nepal. Known for its Landmarks, tour, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Pakhribas — a beautiful cultural destination in Nepal.,Landmarks|Tour|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/pakhribas.jpg,27.1604,81.2851,"landmarks,tour",False
Pindeshwor temple,pindeshwor-temple,Terai,Cultural,"Pindeshwor temple is a popular cultural destination in the Terai region of Nepal. Known for its Tour, Landmarks, hiking, terai, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Pindeshwor temple — a beautiful cultural destination in Nepal.,Tour|Landmarks|Hiking|Terai|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/pindeshwor-temple.jpg,29.3789,80.9089,"tour,landmarks,hiking,terai",False
Thechambu,thechambu,Terai,Cultural,"Thechambu is a popular cultural destination in the Terai region of Nepal. Known for its Tour, Landmarks, hiking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Thechambu — a beautiful cultural destination in Nepal.,Tour|Landmarks|Hiking|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/thechambu.jpg,27.5944,84.4153,"tour,landmarks,hiking",False
Machhermo,machhermo,Terai,Adventure,"Machhermo is a popular adventure destination in the Terai region of Nepal. Known for its Tour, Landmarks, hiking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Machhermo — a beautiful adventure destination in Nepal.,Tour|Landmarks|Hiking|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/machhermo.jpg,27.0184,82.123,"tour,landmarks,hiking",False
Chaurikharka,chaurikharka,Terai,Adventure,"Chaurikharka is a popular adventure destination in the Terai region of Nepal. Known for its Tour, Landmarks, hiking, Nightlife, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Chaurikharka — a beautiful adventure destination in Nepal.,Tour|Landmarks|Hiking|Nightlife|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/chaurikharka.jpg,28.2919,80.6323,"tour,landmarks,hiking,nightlife",False
Shivgunj,shivgunj,Terai,Cultural,"Shivgunj is a popular cultural destination in the Terai region of Nepal. Known for its Terai, Landmarks, tour, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Shivgunj — a beautiful cultural destination in Nepal.,Terai|Landmarks|Tour|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/shivgunj.jpg,28.9871,81.8694,"terai,landmarks,tour",False
"Temke danda, bhojpur",temke-danda-bhojpur,Terai,Cultural,"Temke danda, bhojpur is a popular cultural destination in the Terai region of Nepal. Known for its hiking, hills, landmarks, mountain, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.","Explore Temke danda, bhojpur — a beautiful cultural destination in Nepal.",Hiking|Hills|Landmarks|Mountain|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Moderate,1,4,3000,/images/destinations/temke-danda-bhojpur.jpg,26.9812,81.2224,"hiking,hills,landmarks,mountain",False
Birtamod,birtamod,Terai,Adventure,"Birtamod is a popular adventure destination in the Terai region of Nepal. Known for its Nightclubs, terai, tour, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Birtamod — a beautiful adventure destination in Nepal.,Nightclubs|Terai|Tour|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/birtamod.jpg,28.3744,87.3412,"nightclubs,terai,tour",False
Panchthar,panchthar,Terai,Adventure,"Panchthar is a popular adventure destination in the Terai region of Nepal. Known for its hiking, hills, trekking, red panda, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Panchthar — a beautiful adventure destination in Nepal.,Hiking|Hills|Trekking|Red Panda|Wildlife,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/panchthar.jpg,27.8472,80.1048,"hiking,hills,trekking,red panda,wildlife",False
Kanchanjunga national park,kanchanjunga-national-park,Terai,Wildlife,"Kanchanjunga national park is a popular wildlife destination in the Terai region of Nepal. Known for its trekking, wildlife, rhododendrons, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking wildlife experiences.",Explore Kanchanjunga national park — a beautiful wildlife destination in Nepal.,Trekking|Wildlife|Rhododendrons,Autumn (Sep-Nov),"1,2,3,10,11,12",Moderate,2,5,4000,/images/destinations/kanchanjunga-national-park.jpg,28.7238,83.7007,"trekking,wildlife,rhododendrons",False
Khangchendzonga national park,khangchendzonga-national-park,Terai,Wildlife,"Khangchendzonga national park is a popular wildlife destination in the Terai region of Nepal. Known for its trekking, wildlife, lakes, river, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking wildlife experiences.",Explore Khangchendzonga national park — a beautiful wildlife destination in Nepal.,Trekking|Wildlife|Lakes|River,Autumn (Sep-Nov),"1,2,3,10,11,12",Challenging,2,5,6000,/images/destinations/khangchendzonga-national-park.jpg,28.0161,83.6419,"trekking,wildlife,lakes,river",False
Tamur river,tamur-river,Terai,Adventure,"Tamur river is a popular adventure destination in the Terai region of Nepal. Known for its River, adventure, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Tamur river — a beautiful adventure destination in Nepal.,River|Adventure|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/tamur-river.jpg,27.7993,83.5896,"river,adventure",False
Fung funge waterfall,fung-funge-waterfall,Terai,Adventure,"Fung funge waterfall is a popular adventure destination in the Terai region of Nepal. Known for its Waterfall, river, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Fung funge waterfall — a beautiful adventure destination in Nepal.,Waterfall|River|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/fung-funge-waterfall.jpg,29.1153,86.332,"waterfall,river",False
Hyatrung waterfall,hyatrung-waterfall,Terai,Adventure,"Hyatrung waterfall is a popular adventure destination in the Terai region of Nepal. Known for its waterfall, river, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Hyatrung waterfall — a beautiful adventure destination in Nepal.,Waterfall|River|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/hyatrung-waterfall.jpg,28.0151,80.7941,"waterfall,river",False
Tinjure hill,tinjure-hill,Terai,Nature,"Tinjure hill is a popular nature destination in the Terai region of Nepal. Known for its Hill, mountain, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Tinjure hill — a beautiful nature destination in Nepal.,Hill|Mountain|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,2,5,4500,/images/destinations/tinjure-hill.jpg,28.0629,81.8757,"hill,mountain,trekking",False
Singhabahini temple,singhabahini-temple,Terai,Cultural,"Singhabahini temple is a popular cultural destination in the Terai region of Nepal. Known for its Religious shrine, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Singhabahini temple — a beautiful cultural destination in Nepal.,Religious Shrine|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/singhabahini-temple.jpg,26.6469,83.7739,"religious shrine,temple",False
Shree Antu,shree-antu,Terai,Cultural,"Shree Antu is a popular cultural destination in the Terai region of Nepal. Known for its pond, farm, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Shree Antu — a beautiful cultural destination in Nepal.,Pond|Farm|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Moderate,1,4,3000,/images/destinations/shree-antu.jpg,27.0153,84.4227,"pond,farm",False
Siddhithumka,siddhithumka,Terai,Adventure,"Siddhithumka is a popular adventure destination in the Terai region of Nepal. Known for its cave, falls, farm, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore Siddhithumka — a beautiful adventure destination in Nepal.,Cave|Falls|Farm|Mountain Views,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/siddhithumka.jpg,28.8449,87.2517,"cave,falls,farm",False
Gajurmukhi,gajurmukhi,Terai,Cultural,"Gajurmukhi is a popular cultural destination in the Terai region of Nepal. Known for its river, religious shrine, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Gajurmukhi — a beautiful cultural destination in Nepal.,River|Religious Shrine|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Moderate,1,4,3000,/images/destinations/gajurmukhi.jpg,27.7881,87.2445,"river,religious shrine,temple",False
